prompt,completion
"What was the SMM Per 10000 Deliveries in Berkeley, South Carolina, in 2022?","The SMM Per 10000 Deliveries in Berkeley, South Carolina, in 2022 was 87,1."
"What was the Percent Potentially Avoidable Primary Cesareans in Berkeley, South Carolina, in 2022?","The Percent Potentially Avoidable Primary Cesareans in Berkeley, South Carolina, in 2022 was 22,3."
"What was the Maternity Care Desert in Berkeley, South Carolina, in 2022?","The Maternity Care Desert in Berkeley, South Carolina, in 2022 was Low Access to Care."
"What was the Maternal Vulnerability Index (MVI) Score in Berkeley, South Carolina, in 2022?","The Maternal Vulnerability Index (MVI) Score in Berkeley, South Carolina, in 2022 was Med."
"What was the MVI Reproductive Health in Berkeley, South Carolina, in 2022?","The MVI Reproductive Health in Berkeley, South Carolina, in 2022 was Med."
"What was the MVI Physical Health in Berkeley, South Carolina, in 2022?","The MVI Physical Health in Berkeley, South Carolina, in 2022 was Med."
"What was the MVI Mental Health in Berkeley, South Carolina, in 2022?","The MVI Mental Health in Berkeley, South Carolina, in 2022 was Med."
"What was the MVI General Health in Berkeley, South Carolina, in 2022?","The MVI General Health in Berkeley, South Carolina, in 2022 was Med."
"What was the MVI Socioeconomic Determinants in Berkeley, South Carolina, in 2022?","The MVI Socioeconomic Determinants in Berkeley, South Carolina, in 2022 was Low."
"What was the MVI Physical Environment in Berkeley, South Carolina, in 2022?","The MVI Physical Environment in Berkeley, South Carolina, in 2022 was High."
"What was the population of Berkeley, South Carolina, in 2022?","The population of Berkeley, South Carolina, in 2022 was 229861."
"What is the area in square kilometers of Berkeley, South Carolina?","The area of Berkeley, South Carolina, is 3195,795727 square kilometers."
"What is the GNIS name associated with Berkeley, South Carolina?","The GNIS name associated with Berkeley, South Carolina, is Berkeley County."
"What was the Total Deliveries in Jasper, South Carolina, in 2022?","The Total Deliveries in Jasper, South Carolina, in 2022 was 304."
"What was the Percent Total Deliveries in Jasper, South Carolina, in 2022?","The Percent Total Deliveries in Jasper, South Carolina, in 2022 was 0,6."
"What was the Percent Medicaid Deliveries in Jasper, South Carolina, in 2022?","The Percent Medicaid Deliveries in Jasper, South Carolina, in 2022 was 80,6."
"What was the Percent Uninsured Deliveries in Jasper, South Carolina, in 2022?","The Percent Uninsured Deliveries in Jasper, South Carolina, in 2022 was 0,3."
"What was the Percent Rural Deliveries in Jasper, South Carolina, in 2022?","The Percent Rural Deliveries in Jasper, South Carolina, in 2022 was 100."
"What was the Percent Birthing Persons of Color in Jasper, South Carolina, in 2022?","The Percent Birthing Persons of Color in Jasper, South Carolina, in 2022 was 74,3."
"What was the Percent Black Non-Hispanic Birthing Persons in Jasper, South Carolina, in 2022?","The Percent Black Non-Hispanic Birthing Persons in Jasper, South Carolina, in 2022 was 27."
"What was the Percent Hispanic Birthing Persons in Jasper, South Carolina, in 2022?","The Percent Hispanic Birthing Persons in Jasper, South Carolina, in 2022 was 46,7."
"What was the Percent Other Non-Hispanic Birthing Persons in Jasper, South Carolina, in 2022?","The Percent Other Non-Hispanic Birthing Persons in Jasper, South Carolina, in 2022 was 0,7."
"What was the Percent Premature Deliveries in Jasper, South Carolina, in 2022?","The Percent Premature Deliveries in Jasper, South Carolina, in 2022 was 11,5."
"What was the Percent Low Birthweight Deliveries in Jasper, South Carolina, in 2022?","The Percent Low Birthweight Deliveries in Jasper, South Carolina, in 2022 was 9,5."
"What was the Percent Chronic Physical Health Conditions in Jasper, South Carolina, in 2022?","The Percent Chronic Physical Health Conditions in Jasper, South Carolina, in 2022 was 22,7."
"What was the Percent Chronic Behavioral Health Conditions in Jasper, South Carolina, in 2022?","The Percent Chronic Behavioral Health Conditions in Jasper, South Carolina, in 2022 was 22."
"What was the SMM Per 10000 Deliveries in Jasper, South Carolina, in 2022?","The SMM Per 10000 Deliveries in Jasper, South Carolina, in 2022 was 98,7."
"What was the Percent Potentially Avoidable Primary Cesareans in Jasper, South Carolina, in 2022?","The Percent Potentially Avoidable Primary Cesareans in Jasper, South Carolina, in 2022 was 26,1."
"What was the Maternity Care Desert in Jasper, South Carolina, in 2022?","The Maternity Care Desert in Jasper, South Carolina, in 2022 was Maternity Care Desert."
"What was the Maternal Vulnerability Index (MVI) Score in Jasper, South Carolina, in 2022?","The Maternal Vulnerability Index (MVI) Score in Jasper, South Carolina, in 2022 was High."
"What was the MVI Reproductive Health in Jasper, South Carolina, in 2022?","The MVI Reproductive Health in Jasper, South Carolina, in 2022 was Low."
"What was the MVI Physical Health in Jasper, South Carolina, in 2022?","The MVI Physical Health in Jasper, South Carolina, in 2022 was High."
"What was the MVI Mental Health in Jasper, South Carolina, in 2022?","The MVI Mental Health in Jasper, South Carolina, in 2022 was High."
"What was the MVI General Health in Jasper, South Carolina, in 2022?","The MVI General Health in Jasper, South Carolina, in 2022 was High."
"What was the MVI Socioeconomic Determinants in Jasper, South Carolina, in 2022?","The MVI Socioeconomic Determinants in Jasper, South Carolina, in 2022 was High."
"What was the MVI Physical Environment in Jasper, South Carolina, in 2022?","The MVI Physical Environment in Jasper, South Carolina, in 2022 was High."
"What was the population of Jasper, South Carolina, in 2022?","The population of Jasper, South Carolina, in 2022 was 28791."
"What is the area in square kilometers of Jasper, South Carolina?","The area of Jasper, South Carolina, is 1817,086474 square kilometers."
"What is the GNIS name associated with Jasper, South Carolina?","The GNIS name associated with Jasper, South Carolina, is Jasper County."
"What was the Total Deliveries in McCormick, South Carolina, in 2022?","The Total Deliveries in McCormick, South Carolina, in 2022 was 35."
"What was the Percent Total Deliveries in McCormick, South Carolina, in 2022?","The Percent Total Deliveries in McCormick, South Carolina, in 2022 was 0,1."
"What was the Percent Medicaid Deliveries in McCormick, South Carolina, in 2022?","The Percent Medicaid Deliveries in McCormick, South Carolina, in 2022 was 80."
"What was the Percent Uninsured Deliveries in McCormick, South Carolina, in 2022?","The Percent Uninsured Deliveries in McCormick, South Carolina, in 2022 was 2,9."
"What was the Percent Rural Deliveries in McCormick, South Carolina, in 2022?","The Percent Rural Deliveries in McCormick, South Carolina, in 2022 was 100."
"What was the Percent Birthing Persons of Color in McCormick, South Carolina, in 2022?","The Percent Birthing Persons of Color in McCormick, South Carolina, in 2022 was 65,7."
"What was the Percent Black Non-Hispanic Birthing Persons in McCormick, South Carolina, in 2022?","The Percent Black Non-Hispanic Birthing Persons in McCormick, South Carolina, in 2022 was 57,1."
"What was the Percent Hispanic Birthing Persons in McCormick, South Carolina, in 2022?","The Percent Hispanic Birthing Persons in McCormick, South Carolina, in 2022 was 2,9."
"What was the Percent Other Non-Hispanic Birthing Persons in McCormick, South Carolina, in 2022?","The Percent Other Non-Hispanic Birthing Persons in McCormick, South Carolina, in 2022 was 5,7."
"What was the Percent Premature Deliveries in McCormick, South Carolina, in 2022?","The Percent Premature Deliveries in McCormick, South Carolina, in 2022 was 8,6."
"What was the Percent Low Birthweight Deliveries in McCormick, South Carolina, in 2022?","The Percent Low Birthweight Deliveries in McCormick, South Carolina, in 2022 was 11,4."
"What was the Percent Chronic Physical Health Conditions in McCormick, South Carolina, in 2022?","The Percent Chronic Physical Health Conditions in McCormick, South Carolina, in 2022 was 8,6."
"What was the Percent Chronic Behavioral Health Conditions in McCormick, South Carolina, in 2022?","The Percent Chronic Behavioral Health Conditions in McCormick, South Carolina, in 2022 was 20."
"What was the SMM Per 10000 Deliveries in McCormick, South Carolina, in 2022?","The SMM Per 10000 Deliveries in McCormick, South Carolina, in 2022 was 0."
"What was the Percent Potentially Avoidable Primary Cesareans in McCormick, South Carolina, in 2022?","The Percent Potentially Avoidable Primary Cesareans in McCormick, South Carolina, in 2022 was 20."
"What was the Maternity Care Desert in McCormick, South Carolina, in 2022?","The Maternity Care Desert in McCormick, South Carolina, in 2022 was Maternity Care Desert."
"What was the Maternal Vulnerability Index (MVI) Score in McCormick, South Carolina, in 2022?","The Maternal Vulnerability Index (MVI) Score in McCormick, South Carolina, in 2022 was High."
"What was the MVI Reproductive Health in McCormick, South Carolina, in 2022?","The MVI Reproductive Health in McCormick, South Carolina, in 2022 was Med."
"What was the MVI Physical Health in McCormick, South Carolina, in 2022?","The MVI Physical Health in McCormick, South Carolina, in 2022 was High."
"What was the MVI Mental Health in McCormick, South Carolina, in 2022?","The MVI Mental Health in McCormick, South Carolina, in 2022 was Med."
"What was the MVI General Health in McCormick, South Carolina, in 2022?","The MVI General Health in McCormick, South Carolina, in 2022 was Med."
"What was the MVI Socioeconomic Determinants in McCormick, South Carolina, in 2022?","The MVI Socioeconomic Determinants in McCormick, South Carolina, in 2022 was Med."
"What was the MVI Physical Environment in McCormick, South Carolina, in 2022?","The MVI Physical Environment in McCormick, South Carolina, in 2022 was High."
"What was the population of McCormick, South Carolina, in 2022?","The population of McCormick, South Carolina, in 2022 was 9526."
"What is the area in square kilometers of McCormick, South Carolina?","The area of McCormick, South Carolina, is 1019,434208 square kilometers."
"What is the GNIS name associated with McCormick, South Carolina?","The GNIS name associated with McCormick, South Carolina, is McCormick County."
"What was the Total Deliveries in Union, South Carolina, in 2022?","The Total Deliveries in Union, South Carolina, in 2022 was 213."
"What was the Percent Total Deliveries in Union, South Carolina, in 2022?","The Percent Total Deliveries in Union, South Carolina, in 2022 was 0,4."
"What was the Percent Medicaid Deliveries in Union, South Carolina, in 2022?","The Percent Medicaid Deliveries in Union, South Carolina, in 2022 was 77,9."
"What was the Percent Uninsured Deliveries in Union, South Carolina, in 2022?","The Percent Uninsured Deliveries in Union, South Carolina, in 2022 was 2,8."
"What was the Percent Rural Deliveries in Union, South Carolina, in 2022?","The Percent Rural Deliveries in Union, South Carolina, in 2022 was 98,6."
"What was the Percent Birthing Persons of Color in Union, South Carolina, in 2022?","The Percent Birthing Persons of Color in Union, South Carolina, in 2022 was 39."
"What was the Percent Black Non-Hispanic Birthing Persons in Union, South Carolina, in 2022?","The Percent Black Non-Hispanic Birthing Persons in Union, South Carolina, in 2022 was 33,8."
"What was the Percent Hispanic Birthing Persons in Union, South Carolina, in 2022?","The Percent Hispanic Birthing Persons in Union, South Carolina, in 2022 was 4,7."
"What was the Percent Other Non-Hispanic Birthing Persons in Union, South Carolina, in 2022?","The Percent Other Non-Hispanic Birthing Persons in Union, South Carolina, in 2022 was 0,5."
"What was the Percent Premature Deliveries in Union, South Carolina, in 2022?","The Percent Premature Deliveries in Union, South Carolina, in 2022 was 15."
"What was the Percent Low Birthweight Deliveries in Union, South Carolina, in 2022?","The Percent Low Birthweight Deliveries in Union, South Carolina, in 2022 was 13,1."
"What was the Percent Chronic Physical Health Conditions in Union, South Carolina, in 2022?","The Percent Chronic Physical Health Conditions in Union, South Carolina, in 2022 was 30."
"What was the Percent Chronic Behavioral Health Conditions in Union, South Carolina, in 2022?","The Percent Chronic Behavioral Health Conditions in Union, South Carolina, in 2022 was 35,2."
"What was the SMM Per 10000 Deliveries in Union, South Carolina, in 2022?","The SMM Per 10000 Deliveries in Union, South Carolina, in 2022 was 140,8."
"What was the Percent Potentially Avoidable Primary Cesareans in Union, South Carolina, in 2022?","The Percent Potentially Avoidable Primary Cesareans in Union, South Carolina, in 2022 was 28."
"What was the Maternity Care Desert in Union, South Carolina, in 2022?","The Maternity Care Desert in Union, South Carolina, in 2022 was Low Access to Care."
"What was the Maternal Vulnerability Index (MVI) Score in Union, South Carolina, in 2022?","The Maternal Vulnerability Index (MVI) Score in Union, South Carolina, in 2022 was High."
"What was the MVI Reproductive Health in Union, South Carolina, in 2022?","The MVI Reproductive Health in Union, South Carolina, in 2022 was High."
"What was the MVI Physical Health in Union, South Carolina, in 2022?","The MVI Physical Health in Union, South Carolina, in 2022 was High."
"What was the MVI Mental Health in Union, South Carolina, in 2022?","The MVI Mental Health in Union, South Carolina, in 2022 was High."
"What was the MVI General Health in Union, South Carolina, in 2022?","The MVI General Health in Union, South Carolina, in 2022 was Med."
"What was the MVI Socioeconomic Determinants in Union, South Carolina, in 2022?","The MVI Socioeconomic Determinants in Union, South Carolina, in 2022 was High."
"What was the MVI Physical Environment in Union, South Carolina, in 2022?","The MVI Physical Environment in Union, South Carolina, in 2022 was High."
"What was the population of Union, South Carolina, in 2022?","The population of Union, South Carolina, in 2022 was 27244."
"What is the area in square kilometers of Union, South Carolina?","The area of Union, South Carolina, is 1334,970614 square kilometers."
"What is the GNIS name associated with Union, South Carolina?","The GNIS name associated with Union, South Carolina, is Union County."
"What was the Total Deliveries in Greenwood, South Carolina, in 2022?","The Total Deliveries in Greenwood, South Carolina, in 2022 was 677."
"What was the Percent Total Deliveries in Greenwood, South Carolina, in 2022?","The Percent Total Deliveries in Greenwood, South Carolina, in 2022 was 1,4."
"What was the Percent Medicaid Deliveries in Greenwood, South Carolina, in 2022?","The Percent Medicaid Deliveries in Greenwood, South Carolina, in 2022 was 75,5."
"What was the Percent Uninsured Deliveries in Greenwood, South Carolina, in 2022?","The Percent Uninsured Deliveries in Greenwood, South Carolina, in 2022 was 2,5."
"What was the Percent Rural Deliveries in Greenwood, South Carolina, in 2022?","The Percent Rural Deliveries in Greenwood, South Carolina, in 2022 was 25,6."
"What was the Percent Birthing Persons of Color in Greenwood, South Carolina, in 2022?","The Percent Birthing Persons of Color in Greenwood, South Carolina, in 2022 was 46,7."
"What was the Percent Black Non-Hispanic Birthing Persons in Greenwood, South Carolina, in 2022?","The Percent Black Non-Hispanic Birthing Persons in Greenwood, South Carolina, in 2022 was 33,4."
"What was the Percent Hispanic Birthing Persons in Greenwood, South Carolina, in 2022?","The Percent Hispanic Birthing Persons in Greenwood, South Carolina, in 2022 was 12,3."
"What was the Percent Other Non-Hispanic Birthing Persons in Greenwood, South Carolina, in 2022?","The Percent Other Non-Hispanic Birthing Persons in Greenwood, South Carolina, in 2022 was 1."
"What was the Percent Premature Deliveries in Greenwood, South Carolina, in 2022?","The Percent Premature Deliveries in Greenwood, South Carolina, in 2022 was 13,9."
"What was the Percent Low Birthweight Deliveries in Greenwood, South Carolina, in 2022?","The Percent Low Birthweight Deliveries in Greenwood, South Carolina, in 2022 was 12,7."
"What was the Percent Chronic Physical Health Conditions in Greenwood, South Carolina, in 2022?","The Percent Chronic Physical Health Conditions in Greenwood, South Carolina, in 2022 was 22,3."
"What was the Percent Chronic Behavioral Health Conditions in Greenwood, South Carolina, in 2022?","The Percent Chronic Behavioral Health Conditions in Greenwood, South Carolina, in 2022 was 31,3."
"What was the SMM Per 10000 Deliveries in Greenwood, South Carolina, in 2022?","The SMM Per 10000 Deliveries in Greenwood, South Carolina, in 2022 was 88,6."
"What was the Percent Potentially Avoidable Primary Cesareans in Greenwood, South Carolina, in 2022?","The Percent Potentially Avoidable Primary Cesareans in Greenwood, South Carolina, in 2022 was 24,4."
"What was the Maternity Care Desert in Greenwood, South Carolina, in 2022?","The Maternity Care Desert in Greenwood, South Carolina, in 2022 was Access to Maternity Care."
"What was the Maternal Vulnerability Index (MVI) Score in Greenwood, South Carolina, in 2022?","The Maternal Vulnerability Index (MVI) Score in Greenwood, South Carolina, in 2022 was High."
"What was the MVI Reproductive Health in Greenwood, South Carolina, in 2022?","The MVI Reproductive Health in Greenwood, South Carolina, in 2022 was Med."
"What was the MVI Physical Health in Greenwood, South Carolina, in 2022?","The MVI Physical Health in Greenwood, South Carolina, in 2022 was High."
"What was the MVI Mental Health in Greenwood, South Carolina, in 2022?","The MVI Mental Health in Greenwood, South Carolina, in 2022 was Med."
"What was the MVI General Health in Greenwood, South Carolina, in 2022?","The MVI General Health in Greenwood, South Carolina, in 2022 was Med."
"What was the MVI Socioeconomic Determinants in Greenwood, South Carolina, in 2022?","The MVI Socioeconomic Determinants in Greenwood, South Carolina, in 2022 was High."
"What was the MVI Physical Environment in Greenwood, South Carolina, in 2022?","The MVI Physical Environment in Greenwood, South Carolina, in 2022 was High."
"What was the population of Greenwood, South Carolina, in 2022?","The population of Greenwood, South Carolina, in 2022 was 69351."
"What is the area in square kilometers of Greenwood, South Carolina?","The area of Greenwood, South Carolina, is 1201,269191 square kilometers."
"What is the GNIS name associated with Greenwood, South Carolina?","The GNIS name associated with Greenwood, South Carolina, is Greenwood County."
"What was the Total Deliveries in Marlboro, South Carolina, in 2022?","The Total Deliveries in Marlboro, South Carolina, in 2022 was 114."
"What was the Percent Total Deliveries in Marlboro, South Carolina, in 2022?","The Percent Total Deliveries in Marlboro, South Carolina, in 2022 was 0,2."
"What was the Percent Medicaid Deliveries in Marlboro, South Carolina, in 2022?","The Percent Medicaid Deliveries in Marlboro, South Carolina, in 2022 was 98,2."
"What was the Percent Uninsured Deliveries in Marlboro, South Carolina, in 2022?","The Percent Uninsured Deliveries in Marlboro, South Carolina, in 2022 was 0."
"What was the Percent Rural Deliveries in Marlboro, South Carolina, in 2022?","The Percent Rural Deliveries in Marlboro, South Carolina, in 2022 was 36."
"What was the Percent Birthing Persons of Color in Marlboro, South Carolina, in 2022?","The Percent Birthing Persons of Color in Marlboro, South Carolina, in 2022 was 56,1."
"What was the Percent Black Non-Hispanic Birthing Persons in Marlboro, South Carolina, in 2022?","The Percent Black Non-Hispanic Birthing Persons in Marlboro, South Carolina, in 2022 was 50,9."
"What was the Percent Hispanic Birthing Persons in Marlboro, South Carolina, in 2022?","The Percent Hispanic Birthing Persons in Marlboro, South Carolina, in 2022 was 0,9."
"What was the Percent Other Non-Hispanic Birthing Persons in Marlboro, South Carolina, in 2022?","The Percent Other Non-Hispanic Birthing Persons in Marlboro, South Carolina, in 2022 was 4,4."
"What was the Percent Premature Deliveries in Marlboro, South Carolina, in 2022?","The Percent Premature Deliveries in Marlboro, South Carolina, in 2022 was 14,9."
"What was the Percent Low Birthweight Deliveries in Marlboro, South Carolina, in 2022?","The Percent Low Birthweight Deliveries in Marlboro, South Carolina, in 2022 was 11,4."
"What was the Percent Chronic Physical Health Conditions in Marlboro, South Carolina, in 2022?","The Percent Chronic Physical Health Conditions in Marlboro, South Carolina, in 2022 was 41,2."
"What was the Percent Chronic Behavioral Health Conditions in Marlboro, South Carolina, in 2022?","The Percent Chronic Behavioral Health Conditions in Marlboro, South Carolina, in 2022 was 31,6."
"What was the SMM Per 10000 Deliveries in Marlboro, South Carolina, in 2022?","The SMM Per 10000 Deliveries in Marlboro, South Carolina, in 2022 was 87,7."
"What was the Percent Potentially Avoidable Primary Cesareans in Marlboro, South Carolina, in 2022?","The Percent Potentially Avoidable Primary Cesareans in Marlboro, South Carolina, in 2022 was 24,1."
"What was the Maternity Care Desert in Marlboro, South Carolina, in 2022?","The Maternity Care Desert in Marlboro, South Carolina, in 2022 was Access to Maternity Care."
"What was the Maternal Vulnerability Index (MVI) Score in Marlboro, South Carolina, in 2022?","The Maternal Vulnerability Index (MVI) Score in Marlboro, South Carolina, in 2022 was High."
"What was the MVI Reproductive Health in Marlboro, South Carolina, in 2022?","The MVI Reproductive Health in Marlboro, South Carolina, in 2022 was Med."
"What was the MVI Physical Health in Marlboro, South Carolina, in 2022?","The MVI Physical Health in Marlboro, South Carolina, in 2022 was High."
"What was the MVI Mental Health in Marlboro, South Carolina, in 2022?","The MVI Mental Health in Marlboro, South Carolina, in 2022 was Med."
"What was the MVI General Health in Marlboro, South Carolina, in 2022?","The MVI General Health in Marlboro, South Carolina, in 2022 was High."
"What was the MVI Socioeconomic Determinants in Marlboro, South Carolina, in 2022?","The MVI Socioeconomic Determinants in Marlboro, South Carolina, in 2022 was High."
"What was the MVI Physical Environment in Marlboro, South Carolina, in 2022?","The MVI Physical Environment in Marlboro, South Carolina, in 2022 was High."
"What was the population of Marlboro, South Carolina, in 2022?","The population of Marlboro, South Carolina, in 2022 was 26667."
"What is the area in square kilometers of Marlboro, South Carolina?","The area of Marlboro, South Carolina, is 1257,356182 square kilometers."
"What is the GNIS name associated with Marlboro, South Carolina?","The GNIS name associated with Marlboro, South Carolina, is Marlboro County."
"What was the Total Deliveries in Bamberg, South Carolina, in 2022?","The Total Deliveries in Bamberg, South Carolina, in 2022 was 94."
"What was the Percent Total Deliveries in Bamberg, South Carolina, in 2022?","The Percent Total Deliveries in Bamberg, South Carolina, in 2022 was 0,2."
"What was the Percent Medicaid Deliveries in Bamberg, South Carolina, in 2022?","The Percent Medicaid Deliveries in Bamberg, South Carolina, in 2022 was 79,8."
"What was the Percent Uninsured Deliveries in Bamberg, South Carolina, in 2022?","The Percent Uninsured Deliveries in Bamberg, South Carolina, in 2022 was 3,2."
"What was the Percent Rural Deliveries in Bamberg, South Carolina, in 2022?","The Percent Rural Deliveries in Bamberg, South Carolina, in 2022 was 63,8."
"What was the Percent Birthing Persons of Color in Bamberg, South Carolina, in 2022?","The Percent Birthing Persons of Color in Bamberg, South Carolina, in 2022 was 58,5."
"What was the Percent Black Non-Hispanic Birthing Persons in Bamberg, South Carolina, in 2022?","The Percent Black Non-Hispanic Birthing Persons in Bamberg, South Carolina, in 2022 was 54,3."
"What was the Percent Hispanic Birthing Persons in Bamberg, South Carolina, in 2022?","The Percent Hispanic Birthing Persons in Bamberg, South Carolina, in 2022 was 4,3."
"What was the Percent Other Non-Hispanic Birthing Persons in Bamberg, South Carolina, in 2022?","The Percent Other Non-Hispanic Birthing Persons in Bamberg, South Carolina, in 2022 was 0."
"What was the Percent Premature Deliveries in Bamberg, South Carolina, in 2022?","The Percent Premature Deliveries in Bamberg, South Carolina, in 2022 was 11,7."
"What was the Percent Low Birthweight Deliveries in Bamberg, South Carolina, in 2022?","The Percent Low Birthweight Deliveries in Bamberg, South Carolina, in 2022 was 11,7."
"What was the Percent Chronic Physical Health Conditions in Bamberg, South Carolina, in 2022?","The Percent Chronic Physical Health Conditions in Bamberg, South Carolina, in 2022 was 27,7."
"What was the Percent Chronic Behavioral Health Conditions in Bamberg, South Carolina, in 2022?","The Percent Chronic Behavioral Health Conditions in Bamberg, South Carolina, in 2022 was 17."
"What was the SMM Per 10000 Deliveries in Bamberg, South Carolina, in 2022?","The SMM Per 10000 Deliveries in Bamberg, South Carolina, in 2022 was 0."
"What was the Percent Potentially Avoidable Primary Cesareans in Bamberg, South Carolina, in 2022?","The Percent Potentially Avoidable Primary Cesareans in Bamberg, South Carolina, in 2022 was 14,8."
"What was the Maternity Care Desert in Bamberg, South Carolina, in 2022?","The Maternity Care Desert in Bamberg, South Carolina, in 2022 was Access to Maternity Care."
"What was the Maternal Vulnerability Index (MVI) Score in Bamberg, South Carolina, in 2022?","The Maternal Vulnerability Index (MVI) Score in Bamberg, South Carolina, in 2022 was High."
"What was the MVI Reproductive Health in Bamberg, South Carolina, in 2022?","The MVI Reproductive Health in Bamberg, South Carolina, in 2022 was Med."
"What was the MVI Physical Health in Bamberg, South Carolina, in 2022?","The MVI Physical Health in Bamberg, South Carolina, in 2022 was High."
"What was the MVI Mental Health in Bamberg, South Carolina, in 2022?","The MVI Mental Health in Bamberg, South Carolina, in 2022 was Med."
"What was the MVI General Health in Bamberg, South Carolina, in 2022?","The MVI General Health in Bamberg, South Carolina, in 2022 was High."
"What was the MVI Socioeconomic Determinants in Bamberg, South Carolina, in 2022?","The MVI Socioeconomic Determinants in Bamberg, South Carolina, in 2022 was High."
"What was the MVI Physical Environment in Bamberg, South Carolina, in 2022?","The MVI Physical Environment in Bamberg, South Carolina, in 2022 was Med."
"What was the population of Bamberg, South Carolina, in 2022?","The population of Bamberg, South Carolina, in 2022 was 13311."
"What is the area in square kilometers of Bamberg, South Carolina?","The area of Bamberg, South Carolina, is 1024,501391 square kilometers."
"What is the GNIS name associated with Bamberg, South Carolina?","The GNIS name associated with Bamberg, South Carolina, is Bamberg County."
"What was the Total Deliveries in Laurens, South Carolina, in 2022?","The Total Deliveries in Laurens, South Carolina, in 2022 was 619."
"What was the Percent Total Deliveries in Laurens, South Carolina, in 2022?","The Percent Total Deliveries in Laurens, South Carolina, in 2022 was 1,3."
"What was the Percent Medicaid Deliveries in Laurens, South Carolina, in 2022?","The Percent Medicaid Deliveries in Laurens, South Carolina, in 2022 was 75,1."
"What was the Percent Uninsured Deliveries in Laurens, South Carolina, in 2022?","The Percent Uninsured Deliveries in Laurens, South Carolina, in 2022 was 3,2."
"What was the Percent Rural Deliveries in Laurens, South Carolina, in 2022?","The Percent Rural Deliveries in Laurens, South Carolina, in 2022 was 74,3."
"What was the Percent Birthing Persons of Color in Laurens, South Carolina, in 2022?","The Percent Birthing Persons of Color in Laurens, South Carolina, in 2022 was 38,9."
"What was the Percent Black Non-Hispanic Birthing Persons in Laurens, South Carolina, in 2022?","The Percent Black Non-Hispanic Birthing Persons in Laurens, South Carolina, in 2022 was 26,7."
"What was the Percent Hispanic Birthing Persons in Laurens, South Carolina, in 2022?","The Percent Hispanic Birthing Persons in Laurens, South Carolina, in 2022 was 11,1."
"What was the Percent Other Non-Hispanic Birthing Persons in Laurens, South Carolina, in 2022?","The Percent Other Non-Hispanic Birthing Persons in Laurens, South Carolina, in 2022 was 1,1."
"What was the Percent Premature Deliveries in Laurens, South Carolina, in 2022?","The Percent Premature Deliveries in Laurens, South Carolina, in 2022 was 10."
"What was the Percent Low Birthweight Deliveries in Laurens, South Carolina, in 2022?","The Percent Low Birthweight Deliveries in Laurens, South Carolina, in 2022 was 7,9."
"What was the Percent Chronic Physical Health Conditions in Laurens, South Carolina, in 2022?","The Percent Chronic Physical Health Conditions in Laurens, South Carolina, in 2022 was 32."
"What was the Percent Chronic Behavioral Health Conditions in Laurens, South Carolina, in 2022?","The Percent Chronic Behavioral Health Conditions in Laurens, South Carolina, in 2022 was 37."
"What was the SMM Per 10000 Deliveries in Laurens, South Carolina, in 2022?","The SMM Per 10000 Deliveries in Laurens, South Carolina, in 2022 was 80,8."
"What was the Percent Potentially Avoidable Primary Cesareans in Laurens, South Carolina, in 2022?","The Percent Potentially Avoidable Primary Cesareans in Laurens, South Carolina, in 2022 was 16,8."
"What was the Maternity Care Desert in Laurens, South Carolina, in 2022?","The Maternity Care Desert in Laurens, South Carolina, in 2022 was Access to Maternity Care."
"What was the Maternal Vulnerability Index (MVI) Score in Laurens, South Carolina, in 2022?","The Maternal Vulnerability Index (MVI) Score in Laurens, South Carolina, in 2022 was High."
"What was the MVI Reproductive Health in Laurens, South Carolina, in 2022?","The MVI Reproductive Health in Laurens, South Carolina, in 2022 was Med."
"What was the MVI Physical Health in Laurens, South Carolina, in 2022?","The MVI Physical Health in Laurens, South Carolina, in 2022 was High."
"What was the MVI Mental Health in Laurens, South Carolina, in 2022?","The MVI Mental Health in Laurens, South Carolina, in 2022 was High."
"What was the MVI General Health in Laurens, South Carolina, in 2022?","The MVI General Health in Laurens, South Carolina, in 2022 was Med."
"What was the MVI Socioeconomic Determinants in Laurens, South Carolina, in 2022?","The MVI Socioeconomic Determinants in Laurens, South Carolina, in 2022 was High."
"What was the MVI Physical Environment in Laurens, South Carolina, in 2022?","The MVI Physical Environment in Laurens, South Carolina, in 2022 was High."
"What was the population of Laurens, South Carolina, in 2022?","The population of Laurens, South Carolina, in 2022 was 67539."
"What is the area in square kilometers of Laurens, South Carolina?","The area of Laurens, South Carolina, is 1872,388456 square kilometers."
"What is the GNIS name associated with Laurens, South Carolina?","The GNIS name associated with Laurens, South Carolina, is Laurens County."
"What was the Total Deliveries in Newberry, South Carolina, in 2022?","The Total Deliveries in Newberry, South Carolina, in 2022 was 399."
"What was the Percent Total Deliveries in Newberry, South Carolina, in 2022?","The Percent Total Deliveries in Newberry, South Carolina, in 2022 was 0,8."
"What was the Percent Medicaid Deliveries in Newberry, South Carolina, in 2022?","The Percent Medicaid Deliveries in Newberry, South Carolina, in 2022 was 76,2."
"What was the Percent Uninsured Deliveries in Newberry, South Carolina, in 2022?","The Percent Uninsured Deliveries in Newberry, South Carolina, in 2022 was 1,3."
"What was the Percent Rural Deliveries in Newberry, South Carolina, in 2022?","The Percent Rural Deliveries in Newberry, South Carolina, in 2022 was 41,9."
